sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	0.170000	-0.060000	0.490000	0.000000	0.000000	0.000000	30017	29994	30049	0	0	0
2	0.135427	0.135427	0.170000	-0.060000	0.490000	0.022000	0.000000	-0.012000	30017	29994	30049	25011	25000	24994
3	0.135502	0.000075	0.010000	-0.530000	0.490000	0.022000	0.000000	-0.012000	30001	29947	30049	25011	25000	24994
4	0.167748	0.032246	0.010000	-0.530000	0.490000	0.068000	-0.010000	-0.002000	30001	29947	30049	25034	24995	24999
5	0.167846	0.000097	-0.230000	-0.530000	0.190000	0.068000	-0.010000	-0.002000	29977	29947	30019	25034	24995	24999
6	0.202134	0.034289	-0.230000	-0.530000	0.190000	0.048000	-0.032000	0.000000	29977	29947	30019	25024	24984	25000
7	0.202223	0.000089	-0.230000	-0.530000	0.190000	0.048000	-0.032000	0.000000	29977	29947	30019	25024	24984	25000
8	0.232423	0.030200	-0.230000	-0.530000	0.190000	0.048000	-0.032000	0.000000	29977	29947	30019	25024	24984	25000
9	0.232488	0.000066	-0.130000	0.290000	0.190000	0.048000	-0.032000	0.000000	29987	30029	30019	25024	24984	25000
10	0.263070	0.030581	-0.130000	0.290000	0.190000	-0.030000	-0.022000	-0.006000	29987	30029	30019	24985	24989	24997
11	0.263235	0.000166	0.000000	0.590000	0.790000	-0.030000	-0.022000	-0.006000	30000	30059	30079	24985	24989	24997
12	0.298381	0.035145	0.000000	0.590000	0.790000	-0.044000	-0.002000	0.000000	30000	30059	30079	24978	24999	25000
13	0.298525	0.000144	0.000000	0.590000	0.790000	-0.044000	-0.002000	0.000000	30000	30059	30079	24978	24999	25000
14	0.330461	0.031936	0.000000	0.590000	0.790000	-0.044000	-0.002000	0.000000	30000	30059	30079	24978	24999	25000
15	0.330521	0.000059	0.130000	-0.080000	0.750000	-0.044000	-0.002000	0.000000	30013	29992	30075	24978	24999	25000
16	0.356417	0.025897	0.130000	-0.080000	0.750000	0.018000	0.012000	0.016000	30013	29992	30075	25009	25006	25008
17	0.356491	0.000074	-0.060000	-0.090000	0.450000	0.018000	0.012000	0.016000	29994	29991	30045	25009	25006	25008
18	0.384897	0.028406	-0.060000	-0.090000	0.450000	0.006000	-0.006000	0.018000	29994	29991	30045	25003	24997	25009
19	0.384974	0.000077	-0.060000	-0.090000	0.450000	0.006000	-0.006000	0.018000	29994	29991	30045	25003	24997	25009
20	0.413936	0.028962	-0.060000	-0.090000	0.450000	0.006000	-0.006000	0.018000	29994	29991	30045	25003	24997	25009
21	0.414148	0.000212	0.400000	0.500000	0.450000	0.006000	-0.006000	0.018000	30040	30050	30045	25003	24997	25009
22	0.447284	0.033135	0.400000	0.500000	0.450000	-0.058000	0.026000	-0.004000	30040	30050	30045	24971	25013	24998
23	0.447354	0.000070	0.590000	0.610000	0.470000	-0.058000	0.026000	-0.004000	30059	30061	30047	24971	25013	24998
24	0.477868	0.030514	0.590000	0.610000	0.470000	-0.050000	0.046000	-0.004000	30059	30061	30047	24975	25023	24998
25	0.477928	0.000061	0.590000	0.610000	0.470000	-0.050000	0.046000	-0.004000	30059	30061	30047	24975	25023	24998
26	0.505639	0.027711	0.590000	0.610000	0.470000	-0.050000	0.046000	-0.004000	30059	30061	30047	24975	25023	24998
27	0.505757	0.000117	0.080000	0.430000	0.470000	-0.050000	0.046000	-0.004000	30008	30043	30047	24975	25023	24998
28	0.533607	0.027851	0.080000	0.430000	0.470000	-0.016000	0.024000	-0.006000	30008	30043	30047	24992	25012	24997
