sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	0.020000	0.060000	-0.510000	0.000000	0.000000	0.000000	30002	30006	29949	0	0	0
2	0.159006	0.159006	0.020000	0.060000	-0.510000	-0.020000	0.002000	-0.014000	30002	30006	29949	24990	25001	24993
3	0.159124	0.000118	0.070000	0.010000	-0.530000	-0.020000	0.002000	-0.014000	30007	30001	29947	24990	25001	24993
4	0.192780	0.033656	0.070000	0.010000	-0.530000	-0.018000	0.008000	-0.012000	30007	30001	29947	24991	25004	24994
5	0.192864	0.000085	0.170000	0.340000	-0.560000	-0.018000	0.008000	-0.012000	30017	30034	29944	24991	25004	24994
6	0.224331	0.031467	0.170000	0.340000	-0.560000	-0.040000	0.024000	-0.016000	30017	30034	29944	24980	25012	24992
7	0.224432	0.000101	0.080000	0.490000	-0.550000	-0.040000	0.024000	-0.016000	30008	30049	29945	24980	25012	24992
8	0.255824	0.031392	0.080000	0.490000	-0.550000	-0.052000	0.010000	-0.004000	30008	30049	29945	24974	25005	24998
9	0.255898	0.000075	0.060000	0.530000	-0.550000	-0.052000	0.010000	-0.004000	30006	30053	29945	24974	25005	24998
10	0.288844	0.032946	0.060000	0.530000	-0.550000	-0.054000	0.004000	-0.004000	30006	30053	29945	24973	25002	24998
11	0.288951	0.000106	-0.100000	-0.030000	-0.430000	-0.054000	0.004000	-0.004000	29990	29997	29957	24973	25002	24998
12	0.321898	0.032948	-0.100000	-0.030000	-0.430000	-0.006000	-0.020000	0.016000	29990	29997	29957	24997	24990	25008
13	0.321993	0.000094	-0.030000	-0.350000	1.160000	-0.006000	-0.020000	0.016000	29997	29965	30116	24997	24990	25008
14	0.356041	0.034049	-0.030000	-0.350000	1.160000	0.020000	-0.004000	0.010000	29997	29965	30116	25010	24998	25005
15	0.356154	0.000113	0.140000	-0.200000	1.170000	0.020000	-0.004000	0.010000	30014	29980	30117	25010	24998	25005
16	0.390396	0.034242	0.140000	-0.200000	1.170000	-0.004000	0.004000	0.006000	30014	29980	30117	24998	25002	25003
17	0.390453	0.000057	0.140000	-0.200000	1.170000	-0.004000	0.004000	0.006000	30014	29980	30117	24998	25002	25003
18	0.416734	0.026282	0.140000	-0.200000	1.170000	-0.004000	0.004000	0.006000	30014	29980	30117	24998	25002	25003
19	0.416827	0.000093	-0.050000	-0.120000	0.360000	-0.004000	0.004000	0.006000	29995	29988	30036	24998	25002	25003
