sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	0.020000	-0.070000	-0.160000	0.000000	0.000000	0.000000	30002	29993	29984	0	0	0
2	0.138179	0.138179	0.020000	-0.070000	-0.160000	0.022000	-0.008000	0.008000	30002	29993	29984	25011	24996	25004
3	0.138268	0.000089	-0.260000	-0.230000	-0.170000	0.022000	-0.008000	0.008000	29974	29977	29983	25011	24996	25004
4	0.170314	0.032046	-0.260000	-0.230000	-0.170000	0.016000	-0.020000	0.008000	29974	29977	29983	25008	24990	25004
5	0.170430	0.000116	-0.420000	-0.310000	-0.160000	0.016000	-0.020000	0.008000	29958	29969	29984	25008	24990	25004
6	0.202929	0.032499	-0.420000	-0.310000	-0.160000	0.030000	-0.024000	0.002000	29958	29969	29984	25015	24988	25001
7	0.203038	0.000109	-0.440000	-0.240000	-0.680000	0.030000	-0.024000	0.002000	29956	29976	29932	25015	24988	25001
8	0.249365	0.046327	-0.440000	-0.240000	-0.680000	0.030000	-0.024000	0.008000	29956	29976	29932	25015	24988	25004
9	0.249524	0.000159	-0.310000	-0.310000	-0.700000	0.030000	-0.024000	0.008000	29969	29969	29930	25015	24988	25004
10	0.286833	0.037308	-0.310000	-0.310000	-0.700000	0.040000	-0.014000	0.010000	29969	29969	29930	25020	24993	25005
11	0.287042	0.000209	0.230000	-0.070000	-0.710000	0.040000	-0.014000	0.010000	30023	29993	29929	25020	24993	25005
12	0.324428	0.037386	0.230000	-0.070000	-0.710000	0.000000	0.016000	0.010000	30023	29993	29929	25000	25008	25005
13	0.324524	0.000096	0.410000	0.320000	0.090000	0.000000	0.016000	0.010000	30041	30032	30009	25000	25008	25005
14	0.358955	0.034430	0.410000	0.320000	0.090000	-0.028000	0.042000	0.006000	30041	30032	30009	24986	25021	25003
15	0.359079	0.000124	0.370000	0.350000	0.110000	-0.028000	0.042000	0.006000	30037	30035	30011	24986	25021	25003
16	0.389406	0.030327	0.370000	0.350000	0.110000	-0.026000	0.038000	0.000000	30037	30035	30011	24987	25019	25000
17	0.389574	0.000168	0.430000	0.650000	0.120000	-0.026000	0.038000	0.000000	30043	30065	30012	24987	25019	25000
18	0.426607	0.037033	0.430000	0.650000	0.120000	-0.052000	0.030000	-0.002000	30043	30065	30012	24974	25015	24999
19	0.426734	0.000126	0.150000	-0.040000	-0.930000	-0.052000	0.030000	-0.002000	30015	29996	29907	24974	25015	24999
20	0.460158	0.033424	0.150000	-0.040000	-0.930000	-0.006000	-0.012000	0.004000	30015	29996	29907	24997	24994	25002
21	0.460230	0.000072	0.240000	-0.090000	-0.950000	-0.006000	-0.012000	0.004000	30024	29991	29905	24997	24994	25002
22	0.498062	0.037832	0.240000	-0.090000	-0.950000	-0.002000	-0.006000	0.008000	30024	29991	29905	24999	24997	25004
23	0.498126	0.000064	-0.110000	-0.630000	-0.960000	-0.002000	-0.006000	0.008000	29989	29937	29904	24999	24997	25004
24	0.528857	0.030730	-0.110000	-0.630000	-0.960000	0.062000	-0.006000	0.004000	29989	29937	29904	25031	24997	25002
25	0.528933	0.000076	-0.110000	-0.630000	-0.960000	0.062000	-0.006000	0.004000	29989	29937	29904	25031	24997	25002
26	0.560685	0.031752	-0.110000	-0.630000	-0.960000	0.062000	-0.006000	0.004000	29989	29937	29904	25031	24997	25002
27	0.560745	0.000060	0.020000	0.150000	-0.170000	0.062000	-0.006000	0.004000	30002	30015	29983	25031	24997	25002
28	0.596125	0.035380	0.020000	0.150000	-0.170000	-0.006000	0.028000	0.006000	30002	30015	29983	24997	25014	25003
29	0.596222	0.000096	0.110000	0.340000	-0.170000	-0.006000	0.028000	0.006000	30011	30034	29983	24997	25014	25003
30	0.631359	0.035137	0.110000	0.340000	-0.170000	-0.024000	0.028000	0.004000	30011	30034	29983	24988	25014	25002
31	0.631455	0.000096	0.110000	0.340000	-0.170000	-0.024000	0.028000	0.004000	30011	30034	29983	24988	25014	25002
32	0.659871	0.028416	0.110000	0.340000	-0.170000	-0.024000	0.028000	0.004000	30011	30034	29983	24988	25014	25002
33	0.659934	0.000063	-0.170000	-0.140000	-0.690000	-0.024000	0.028000	0.004000	29983	29986	29931	24988	25014	25002
34	0.694358	0.034424	-0.170000	-0.140000	-0.690000	0.002000	-0.012000	-0.002000	29983	29986	29931	25001	24994	24999
35	0.694445	0.000087	-0.310000	-0.030000	-0.680000	0.002000	-0.012000	-0.002000	29969	29997	29932	25001	24994	24999
36	0.725157	0.030711	-0.310000	-0.030000	-0.680000	-0.004000	-0.030000	0.010000	29969	29997	29932	24998	24985	25005
37	0.725258	0.000101	-0.310000	-0.030000	-0.680000	-0.004000	-0.030000	0.010000	29969	29997	29932	24998	24985	25005
38	0.769033	0.043775	-0.310000	-0.030000	-0.680000	-0.004000	-0.030000	0.010000	29969	29997	29932	24998	24985	25005
39	0.769129	0.000096	-0.080000	-0.240000	-0.950000	-0.004000	-0.030000	0.010000	29992	29976	29905	24998	24985	25005
40	0.803986	0.034857	-0.080000	-0.240000	-0.950000	0.030000	-0.016000	0.010000	29992	29976	29905	25015	24992	25005
41	0.804088	0.000102	-0.060000	-0.420000	-0.960000	0.030000	-0.016000	0.010000	29994	29958	29904	25015	24992	25005
42	0.834765	0.030677	-0.060000	-0.420000	-0.960000	0.048000	-0.010000	0.016000	29994	29958	29904	25024	24995	25008
43	0.834850	0.000085	-0.060000	-0.420000	-0.960000	0.048000	-0.010000	0.016000	29994	29958	29904	25024	24995	25008
44	0.868637	0.033787	-0.060000	-0.420000	-0.960000	0.048000	-0.010000	0.016000	29994	29958	29904	25024	24995	25008
45	0.868724	0.000087	-0.060000	-0.390000	-0.980000	0.048000	-0.010000	0.016000	29994	29961	29902	25024	24995	25008
46	0.899391	0.030667	-0.060000	-0.390000	-0.980000	0.042000	-0.008000	0.012000	29994	29961	29902	25021	24996	25006
47	0.899460	0.000069	0.540000	-0.030000	-0.990000	0.042000	-0.008000	0.012000	30054	29997	29901	25021	24996	25006
48	0.934113	0.034653	0.540000	-0.030000	-0.990000	-0.010000	0.022000	0.008000	30054	29997	29901	24995	25011	25004
49	0.934209	0.000097	0.540000	-0.030000	-0.990000	-0.010000	0.022000	0.008000	30054	29997	29901	24995	25011	25004
50	0.964567	0.030357	0.540000	-0.030000	-0.990000	-0.010000	0.022000	0.008000	30054	29997	29901	24995	25011	25004
51	0.964700	0.000133	0.600000	0.080000	-0.690000	-0.010000	0.022000	0.008000	30060	30008	29931	24995	25011	25004
52	1.005327	0.040627	0.600000	0.080000	-0.690000	-0.012000	0.032000	0.014000	30060	30008	29931	24994	25016	25007
53	1.005398	0.000071	0.190000	0.150000	-0.690000	-0.012000	0.032000	0.014000	30019	30015	29931	24994	25016	25007
54	1.039398	0.034000	0.190000	0.150000	-0.690000	-0.022000	-0.002000	0.024000	30019	30015	29931	24989	24999	25012
55	1.039491	0.000093	-0.170000	0.070000	-0.680000	-0.022000	-0.002000	0.024000	29983	30007	29932	24989	24999	25012
56	1.073852	0.034361	-0.170000	0.070000	-0.680000	-0.002000	-0.018000	0.012000	29983	30007	29932	24999	24991	25006
57	1.073955	0.000103	-0.180000	0.240000	-0.420000	-0.002000	-0.018000	0.012000	29982	30024	29958	24999	24991	25006
58	1.102462	0.028506	-0.180000	0.240000	-0.420000	-0.020000	-0.016000	0.004000	29982	30024	29958	24990	24992	25002
59	1.102539	0.000078	0.140000	0.080000	-0.420000	-0.020000	-0.016000	0.004000	30014	30008	29958	24990	24992	25002
60	1.134076	0.031537	0.140000	0.080000	-0.420000	0.004000	0.012000	-0.004000	30014	30008	29958	25002	25006	24998
61	1.134149	0.000074	0.020000	0.060000	-0.410000	0.004000	0.012000	-0.004000	30002	30006	29959	25002	25006	24998
62	1.168433	0.034284	0.020000	0.060000	-0.410000	0.010000	0.006000	-0.008000	30002	30006	29959	25005	25003	24996
63	1.168534	0.000101	0.070000	0.040000	-0.690000	0.010000	0.006000	-0.008000	30007	30004	29931	25005	25003	24996
64	1.230621	0.062086	0.070000	0.040000	-0.690000	0.016000	0.010000	-0.006000	30007	30004	29931	25008	25005	24997
65	1.230738	0.000117	0.020000	-0.010000	-0.700000	0.016000	0.010000	-0.006000	30002	29999	29930	25008	25005	24997
66	1.258532	0.027794	0.020000	-0.010000	-0.700000	0.012000	0.012000	-0.002000	30002	29999	29930	25006	25006	24999
67	1.258603	0.000071	0.320000	0.100000	-0.710000	0.012000	0.012000	-0.002000	30032	30010	29929	25006	25006	24999
