sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	0.680000	-0.510000	1.290000	0.000000	0.000000	0.000000	30068	29949	30129	0	0	0
2	0.135458	0.135458	0.680000	-0.510000	1.290000	0.136000	-0.070000	-0.010000	30068	29949	30129	25068	24965	24995
3	0.135588	0.000130	0.710000	-0.390000	1.280000	0.136000	-0.070000	-0.010000	30071	29961	30128	25068	24965	24995
4	0.171413	0.035825	0.710000	-0.390000	1.280000	0.126000	-0.066000	-0.012000	30071	29961	30128	25063	24967	24994
5	0.171501	0.000088	0.640000	-0.450000	1.830000	0.126000	-0.066000	-0.012000	30064	29955	30183	25063	24967	24994
6	0.211085	0.039584	0.640000	-0.450000	1.830000	0.116000	-0.066000	-0.006000	30064	29955	30183	25058	24967	24997
7	0.211209	0.000124	0.680000	-0.260000	1.840000	0.116000	-0.066000	-0.006000	30068	29974	30184	25058	24967	24997
8	0.240093	0.028885	0.680000	-0.260000	1.840000	0.102000	-0.070000	-0.004000	30068	29974	30184	25051	24965	24998
9	0.240179	0.000085	0.770000	0.040000	1.820000	0.102000	-0.070000	-0.004000	30077	30004	30182	25051	24965	24998
10	0.274567	0.034388	0.770000	0.040000	1.820000	0.078000	-0.056000	-0.006000	30077	30004	30182	25039	24972	24997
11	0.274662	0.000095	0.470000	-0.090000	2.680000	0.078000	-0.056000	-0.006000	30047	29991	30268	25039	24972	24997
12	0.306935	0.032273	0.470000	-0.090000	2.680000	0.096000	-0.070000	-0.008000	30047	29991	30268	25048	24965	24996
13	0.307089	0.000154	0.530000	-0.120000	2.670000	0.096000	-0.070000	-0.008000	30053	29988	30267	25048	24965	24996
14	0.338211	0.031122	0.530000	-0.120000	2.670000	0.100000	-0.066000	-0.006000	30053	29988	30267	25050	24967	24997
15	0.338277	0.000066	0.560000	-0.010000	2.660000	0.100000	-0.066000	-0.006000	30056	29999	30266	25050	24967	24997
16	0.367261	0.028984	0.560000	-0.010000	2.660000	0.092000	-0.060000	-0.008000	30056	29999	30266	25046	24970	24996
17	0.367374	0.000114	1.120000	0.240000	2.380000	0.092000	-0.060000	-0.008000	30112	30024	30238	25046	24970	24996
18	0.397473	0.030098	1.120000	0.240000	2.380000	0.062000	-0.028000	-0.020000	30112	30024	30238	25031	24986	24990
19	0.397563	0.000090	0.990000	0.400000	2.390000	0.062000	-0.028000	-0.020000	30099	30040	30239	25031	24986	24990
20	0.425797	0.028234	0.990000	0.400000	2.390000	0.046000	-0.044000	-0.024000	30099	30040	30239	25023	24978	24988
21	0.425873	0.000076	0.840000	-0.150000	2.420000	0.046000	-0.044000	-0.024000	30084	29985	30242	25023	24978	24988
22	0.454473	0.028600	0.840000	-0.150000	2.420000	0.088000	-0.070000	-0.018000	30084	29985	30242	25044	24965	24991
23	0.454558	0.000085	1.110000	-0.250000	2.720000	0.088000	-0.070000	-0.018000	30111	29975	30272	25044	24965	24991
24	0.486013	0.031454	1.110000	-0.250000	2.720000	0.116000	-0.050000	-0.022000	30111	29975	30272	25058	24975	24989
25	0.486081	0.000069	1.180000	-0.550000	2.700000	0.116000	-0.050000	-0.022000	30118	29945	30270	25058	24975	24989
26	0.513221	0.027140	1.180000	-0.550000	2.700000	0.144000	-0.032000	-0.024000	30118	29945	30270	25072	24984	24988
27	0.513314	0.000093	1.340000	0.030000	2.700000	0.144000	-0.032000	-0.024000	30134	30003	30270	25072	24984	24988
