sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044000	-0.032000	0.006000	0	0	0	24978	24984	25003
2	0.000031	0.000031	-0.310000	0.650000	0.560000	-0.044000	-0.032000	0.006000	29969	30065	30056	24978	24984	25003
3	0.120816	0.120785	-0.310000	0.650000	0.560000	-0.054000	-0.042000	0.000000	29969	30065	30056	24973	24979	25000
4	0.120914	0.000098	-0.310000	0.650000	0.560000	-0.054000	-0.042000	0.000000	29969	30065	30056	24973	24979	25000
5	0.153092	0.032178	-0.310000	0.650000	0.560000	-0.054000	-0.042000	0.000000	29969	30065	30056	24973	24979	25000
6	0.153199	0.000107	-0.190000	0.300000	0.820000	-0.054000	-0.042000	0.000000	29981	30030	30082	24973	24979	25000
7	0.191760	0.038561	-0.190000	0.300000	0.820000	-0.026000	-0.020000	-0.002000	29981	30030	30082	24987	24990	24999
8	0.191939	0.000178	-0.320000	0.690000	0.810000	-0.026000	-0.020000	-0.002000	29968	30069	30081	24987	24990	24999
9	0.221601	0.029662	-0.320000	0.690000	0.810000	-0.064000	-0.026000	0.002000	29968	30069	30081	24968	24987	25001
10	0.221690	0.000089	-0.210000	0.760000	0.810000	-0.064000	-0.026000	0.002000	29979	30076	30081	24968	24987	25001
11	0.256947	0.035257	-0.210000	0.760000	0.810000	-0.072000	-0.018000	0.000000	29979	30076	30081	24964	24991	25000
12	0.257022	0.000075	-0.270000	0.930000	1.110000	-0.072000	-0.018000	0.000000	29973	30093	30111	24964	24991	25000
13	0.288083	0.031061	-0.270000	0.930000	1.110000	-0.088000	-0.030000	0.002000	29973	30093	30111	24956	24985	25001
14	0.288195	0.000112	0.050000	0.360000	1.160000	-0.088000	-0.030000	0.002000	30005	30036	30116	24956	24985	25001
15	0.319222	0.031027	0.050000	0.360000	1.160000	-0.024000	-0.018000	0.000000	30005	30036	30116	24988	24991	25000
16	0.319304	0.000082	0.200000	0.390000	1.160000	-0.024000	-0.018000	0.000000	30020	30039	30116	24988	24991	25000
17	0.346276	0.026973	0.200000	0.390000	1.160000	-0.030000	-0.006000	-0.002000	30020	30039	30116	24985	24997	24999
18	0.346344	0.000067	0.330000	0.050000	0.550000	-0.030000	-0.006000	-0.002000	30033	30005	30055	24985	24997	24999
19	0.379758	0.033414	0.330000	0.050000	0.550000	0.002000	0.016000	-0.004000	30033	30005	30055	25001	25008	24998
20	0.379833	0.000076	0.400000	0.290000	0.530000	0.002000	0.016000	-0.004000	30040	30029	30053	25001	25008	24998
21	0.409161	0.029327	0.400000	0.290000	0.530000	-0.014000	0.026000	-0.006000	30040	30029	30053	24993	25013	24997
22	0.409237	0.000076	0.280000	0.220000	0.530000	-0.014000	0.026000	-0.006000	30028	30022	30053	24993	25013	24997
23	0.440098	0.030861	0.280000	0.220000	0.530000	-0.006000	0.020000	-0.004000	30028	30022	30053	24997	25010	24998
24	0.440162	0.000064	0.130000	0.360000	0.560000	-0.006000	0.020000	-0.004000	30013	30036	30056	24997	25010	24998
25	0.471664	0.031502	0.130000	0.360000	0.560000	-0.020000	0.004000	-0.006000	30013	30036	30056	24990	25002	24997
26	0.471745	0.000081	0.090000	0.010000	1.410000	-0.020000	0.004000	-0.006000	30009	30001	30141	24990	25002	24997
27	0.497993	0.026248	0.090000	0.010000	1.410000	0.004000	-0.004000	-0.010000	30009	30001	30141	25002	24998	24995
28	0.498052	0.000059	0.110000	-0.030000	1.410000	0.004000	-0.004000	-0.010000	30011	29997	30141	25002	24998	24995
29	0.525328	0.027276	0.110000	-0.030000	1.410000	0.008000	0.000000	-0.010000	30011	29997	30141	25004	25000	24995
30	0.525416	0.000088	0.040000	0.070000	1.430000	0.008000	0.000000	-0.010000	30004	30007	30143	25004	25000	24995
31	0.562417	0.037001	0.040000	0.070000	1.430000	-0.004000	-0.010000	-0.010000	30004	30007	30143	24998	24995	24995
32	0.562562	0.000145	-0.020000	0.120000	0.570000	-0.004000	-0.010000	-0.010000	29998	30012	30057	24998	24995	24995
33	0.591616	0.029053	-0.020000	0.120000	0.570000	-0.004000	-0.014000	-0.010000	29998	30012	30057	24998	24993	24995
