sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	0.000000	0.000000	0.000000	-0.038000	0.006000	0.000000	0	0	0	24981	25003	25000
2	0.000031	0.000031	0.380000	0.120000	-0.270000	-0.038000	0.006000	0.000000	30038	30012	29973	24981	25003	25000
3	0.132122	0.132090	0.380000	0.120000	-0.270000	-0.034000	0.012000	0.002000	30038	30012	29973	24983	25006	25001
4	0.132193	0.000071	0.380000	0.120000	-0.270000	-0.034000	0.012000	0.002000	30038	30012	29973	24983	25006	25001
5	0.164245	0.032052	0.380000	0.120000	-0.270000	-0.034000	0.012000	0.002000	30038	30012	29973	24983	25006	25001
6	0.164316	0.000071	0.420000	0.760000	0.580000	-0.034000	0.012000	0.002000	30042	30076	30058	24983	25006	25001
7	0.196682	0.032366	0.420000	0.760000	0.580000	-0.046000	0.056000	-0.012000	30042	30076	30058	24977	25028	24994
8	0.196869	0.000187	0.280000	0.900000	0.600000	-0.046000	0.056000	-0.012000	30028	30090	30060	24977	25028	24994
9	0.229429	0.032560	0.280000	0.900000	0.600000	-0.060000	0.042000	-0.012000	30028	30090	30060	24970	25021	24994
10	0.229560	0.000132	0.280000	0.900000	0.600000	-0.060000	0.042000	-0.012000	30028	30090	30060	24970	25021	24994
11	0.265204	0.035644	0.280000	0.900000	0.600000	-0.060000	0.042000	-0.012000	30028	30090	30060	24970	25021	24994
12	0.265268	0.000064	-0.420000	-0.020000	0.600000	-0.060000	0.042000	-0.012000	29958	29998	30060	24970	25021	24994
13	0.297866	0.032599	-0.420000	-0.020000	0.600000	0.022000	-0.018000	-0.006000	29958	29998	30060	25011	24991	24997
14	0.297955	0.000088	-0.300000	-0.110000	0.580000	0.022000	-0.018000	-0.006000	29970	29989	30058	25011	24991	24997
15	0.333551	0.035596	-0.300000	-0.110000	0.580000	0.034000	-0.008000	-0.006000	29970	29989	30058	25017	24996	24997
16	0.333651	0.000100	-0.300000	-0.110000	0.580000	0.034000	-0.008000	-0.006000	29970	29989	30058	25017	24996	24997
17	0.365017	0.031366	-0.300000	-0.110000	0.580000	0.034000	-0.008000	-0.006000	29970	29989	30058	25017	24996	24997
18	0.365093	0.000076	0.020000	-0.240000	0.600000	0.034000	-0.008000	-0.006000	30002	29976	30060	25017	24996	24997
19	0.397794	0.032702	0.020000	-0.240000	0.600000	0.030000	0.000000	-0.004000	30002	29976	30060	25015	25000	24998
20	0.397868	0.000074	-0.040000	-0.290000	0.600000	0.030000	0.000000	-0.004000	29996	29971	30060	25015	25000	24998
21	0.435655	0.037787	-0.040000	-0.290000	0.600000	0.032000	-0.002000	-0.006000	29996	29971	30060	25016	24999	24997
22	0.435773	0.000118	-0.040000	-0.290000	0.600000	0.032000	-0.002000	-0.006000	29996	29971	30060	25016	24999	24997
23	0.466542	0.030769	-0.040000	-0.290000	0.600000	0.032000	-0.002000	-0.006000	29996	29971	30060	25016	24999	24997
24	0.466624	0.000082	0.120000	0.290000	-0.230000	0.032000	-0.002000	-0.006000	30012	30029	29977	25016	24999	24997
25	0.501202	0.034578	0.120000	0.290000	-0.230000	0.000000	0.026000	-0.004000	30012	30029	29977	25000	25013	24998
26	0.501389	0.000187	-0.060000	0.360000	-0.210000	0.000000	0.026000	-0.004000	29994	30036	29979	25000	25013	24998
27	0.538605	0.037216	-0.060000	0.360000	-0.210000	0.002000	0.014000	-0.008000	29994	30036	29979	25001	25007	24996
28	0.538691	0.000086	-0.060000	0.360000	-0.210000	0.002000	0.014000	-0.008000	29994	30036	29979	25001	25007	24996
29	0.570810	0.032119	-0.060000	0.360000	-0.210000	0.002000	0.014000	-0.008000	29994	30036	29979	25001	25007	24996
30	0.570883	0.000073	-0.350000	-0.270000	-0.220000	0.002000	0.014000	-0.008000	29965	29973	29978	25001	25007	24996
31	0.601615	0.030733	-0.350000	-0.270000	-0.220000	0.034000	-0.028000	-0.006000	29965	29973	29978	25017	24986	24997
32	0.601712	0.000097	-0.190000	-0.210000	0.050000	0.034000	-0.028000	-0.006000	29981	29979	30005	25017	24986	24997
33	0.645943	0.044231	-0.190000	-0.210000	0.050000	0.020000	-0.026000	0.004000	29981	29979	30005	25010	24987	25002
34	0.646123	0.000180	-0.180000	-0.280000	0.040000	0.020000	-0.026000	0.004000	29982	29972	30004	25010	24987	25002
35	0.682126	0.036002	-0.180000	-0.280000	0.040000	0.026000	-0.024000	0.002000	29982	29972	30004	25013	24988	25001
36	0.682255	0.000130	-0.200000	0.200000	0.010000	0.026000	-0.024000	0.002000	29980	30020	30001	25013	24988	25001
37	0.717700	0.035445	-0.200000	0.200000	0.010000	-0.020000	-0.014000	0.002000	29980	30020	30001	24990	24993	25001
38	0.717788	0.000088	0.120000	0.410000	0.300000	-0.020000	-0.014000	0.002000	30012	30041	30030	24990	24993	25001
39	0.750435	0.032647	0.120000	0.410000	0.300000	-0.044000	0.012000	-0.018000	30012	30041	30030	24978	25006	24991
40	0.750524	0.000089	0.120000	0.410000	0.300000	-0.044000	0.012000	-0.018000	30012	30041	30030	24978	25006	24991
41	0.779882	0.029358	0.120000	0.410000	0.300000	-0.044000	0.012000	-0.018000	30012	30041	30030	24978	25006	24991
42	0.779985	0.000103	0.010000	0.190000	0.320000	-0.044000	0.012000	-0.018000	30001	30019	30032	24978	25006	24991
43	0.814463	0.034478	0.010000	0.190000	0.320000	-0.032000	-0.004000	-0.014000	30001	30019	30032	24984	24998	24993
44	0.814550	0.000087	0.060000	-0.010000	0.590000	-0.032000	-0.004000	-0.014000	30006	29999	30059	24984	24998	24993
45	0.850551	0.036001	0.060000	-0.010000	0.590000	-0.026000	-0.004000	-0.014000	30006	29999	30059	24987	24998	24993
46	0.850628	0.000076	0.060000	-0.010000	0.590000	-0.026000	-0.004000	-0.014000	30006	29999	30059	24987	24998	24993
47	0.879964	0.029336	0.060000	-0.010000	0.590000	-0.026000	-0.004000	-0.014000	30006	29999	30059	24987	24998	24993
48	0.880055	0.000091	0.010000	0.010000	0.580000	-0.026000	-0.004000	-0.014000	30001	30001	30058	24987	24998	24993
49	0.943441	0.063386	0.010000	0.010000	0.580000	-0.030000	-0.008000	-0.012000	30001	30001	30058	24985	24996	24994
50	0.943664	0.000223	-0.270000	-0.090000	0.880000	-0.030000	-0.008000	-0.012000	29973	29991	30088	24985	24996	24994
51	0.972953	0.029290	-0.270000	-0.090000	0.880000	-0.008000	-0.018000	0.004000	29973	29991	30088	24996	24991	25002
52	0.973029	0.000075	-0.250000	-0.230000	0.870000	-0.008000	-0.018000	0.004000	29975	29977	30087	24996	24991	25002
53	1.006359	0.033330	-0.250000	-0.230000	0.870000	0.004000	-0.012000	0.002000	29975	29977	30087	25002	24994	25001
54	1.006494	0.000135	-0.110000	0.100000	0.850000	0.004000	-0.012000	0.002000	29989	30010	30085	25002	24994	25001
55	1.036311	0.029817	-0.110000	0.100000	0.850000	-0.016000	0.008000	-0.004000	29989	30010	30085	24992	25004	24998
56	1.036373	0.000062	0.010000	0.150000	0.270000	-0.016000	0.008000	-0.004000	30001	30015	30027	24992	25004	24998
57	1.066930	0.030557	0.010000	0.150000	0.270000	-0.018000	0.018000	0.006000	30001	30015	30027	24991	25009	25003
58	1.067002	0.000072	0.000000	0.220000	0.270000	-0.018000	0.018000	0.006000	30000	30022	30027	24991	25009	25003
59	1.099600	0.032598	0.000000	0.220000	0.270000	-0.024000	0.014000	0.008000	30000	30022	30027	24988	25007	25004
60	1.099798	0.000198	0.210000	0.020000	0.300000	-0.024000	0.014000	0.008000	30021	30002	30030	24988	25007	25004
61	1.127157	0.027359	0.210000	0.020000	0.300000	0.012000	0.028000	0.004000	30021	30002	30030	25006	25014	25002
62	1.127322	0.000164	0.160000	0.130000	0.600000	0.012000	0.028000	0.004000	30016	30013	30060	25006	25014	25002
63	1.158954	0.031632	0.160000	0.130000	0.600000	-0.010000	0.018000	-0.010000	30016	30013	30060	24995	25009	24995
64	1.159056	0.000102	0.110000	0.520000	0.620000	-0.010000	0.018000	-0.010000	30011	30052	30062	24995	25009	24995
65	1.190480	0.031424	0.110000	0.520000	0.620000	-0.038000	0.000000	-0.006000	30011	30052	30062	24981	25000	24997
66	1.190572	0.000092	-0.030000	0.570000	0.610000	-0.038000	0.000000	-0.006000	29997	30057	30061	24981	25000	24997
67	1.218103	0.027532	-0.030000	0.570000	0.610000	-0.054000	-0.012000	-0.002000	29997	30057	30061	24973	24994	24999
68	1.218196	0.000093	0.450000	0.860000	0.600000	-0.054000	-0.012000	-0.002000	30045	30086	30060	24973	24994	24999
69	1.247940	0.029744	0.450000	0.860000	0.600000	-0.074000	0.026000	-0.006000	30045	30086	30060	24963	25013	24997
70	1.248010	0.000070	0.470000	0.700000	0.600000	-0.074000	0.026000	-0.006000	30047	30070	30060	24963	25013	24997
71	1.276487	0.028477	0.470000	0.700000	0.600000	-0.062000	0.034000	-0.006000	30047	30070	30060	24969	25017	24997
72	1.276607	0.000119	0.340000	0.620000	0.600000	-0.062000	0.034000	-0.006000	30034	30062	30060	24969	25017	24997
73	1.307218	0.030611	0.340000	0.620000	0.600000	-0.064000	0.020000	-0.002000	30034	30062	30060	24968	25010	24999
74	1.307282	0.000064	0.000000	0.380000	-0.240000	-0.064000	0.020000	-0.002000	30000	30038	29976	24968	25010	24999
75	1.335394	0.028113	0.000000	0.380000	-0.240000	-0.052000	-0.008000	-0.012000	30000	30038	29976	24974	24996	24994
76	1.335477	0.000083	0.010000	0.300000	-0.250000	-0.052000	-0.008000	-0.012000	30001	30030	29975	24974	24996	24994
77	1.364179	0.028702	0.010000	0.300000	-0.250000	-0.046000	-0.004000	-0.014000	30001	30030	29975	24977	24998	24993
78	1.364258	0.000079	0.320000	0.450000	-0.250000	-0.046000	-0.004000	-0.014000	30032	30045	29975	24977	24998	24993
79	1.392650	0.028391	0.320000	0.450000	-0.250000	-0.038000	0.026000	-0.022000	30032	30045	29975	24981	25013	24989
80	1.392715	0.000065	0.780000	0.760000	0.590000	-0.038000	0.026000	-0.022000	30078	30076	30059	24981	25013	24989
81	1.421859	0.029143	0.780000	0.760000	0.590000	-0.060000	0.062000	-0.014000	30078	30076	30059	24970	25031	24993
82	1.421930	0.000071	0.790000	0.690000	0.590000	-0.060000	0.062000	-0.014000	30079	30069	30059	24970	25031	24993
83	1.450889	0.028959	0.790000	0.690000	0.590000	-0.054000	0.064000	-0.016000	30079	30069	30059	24973	25032	24992
84	1.450977	0.000087	0.600000	0.370000	0.610000	-0.054000	0.064000	-0.016000	30060	30037	30061	24973	25032	24992
