sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	-0.530000	-0.160000	-0.150000	0.000000	0.000000	0.000000	29947	29984	29985	0	0	0
2	0.130604	0.130604	-0.530000	-0.160000	-0.150000	0.014000	-0.044000	0.014000	29947	29984	29985	25007	24978	25007
3	0.130676	0.000072	-0.080000	0.050000	0.320000	0.014000	-0.044000	0.014000	29992	30005	30032	25007	24978	25007
4	0.163867	0.033191	-0.080000	0.050000	0.320000	-0.018000	-0.010000	-0.006000	29992	30005	30032	24991	24995	24997
5	0.163959	0.000092	0.030000	-0.220000	0.190000	-0.018000	-0.010000	-0.006000	30003	29978	30019	24991	24995	24997
6	0.199184	0.035225	0.030000	-0.220000	0.190000	0.004000	-0.008000	0.000000	30003	29978	30019	25002	24996	25000
7	0.199337	0.000153	0.070000	-0.010000	0.630000	0.004000	-0.008000	0.000000	30007	29999	30063	25002	24996	25000
8	0.233203	0.033866	0.070000	-0.010000	0.630000	0.000000	0.010000	0.002000	30007	29999	30063	25000	25005	25001
9	0.233304	0.000101	0.190000	0.000000	-0.070000	0.000000	0.010000	0.002000	30019	30000	29993	25000	25005	25001
10	0.270594	0.037290	0.190000	0.000000	-0.070000	-0.006000	0.010000	-0.002000	30019	30000	29993	24997	25005	24999
11	0.270669	0.000075	-0.090000	-0.220000	-0.550000	-0.006000	0.010000	-0.002000	29991	29978	29945	24997	25005	24999
12	0.299248	0.028579	-0.090000	-0.220000	-0.550000	0.010000	-0.018000	0.006000	29991	29978	29945	25005	24991	25003
13	0.299377	0.000129	-0.160000	-0.120000	0.320000	0.010000	-0.018000	0.006000	29984	29988	30032	25005	24991	25003
14	0.328458	0.029081	-0.160000	-0.120000	0.320000	0.004000	-0.012000	0.000000	29984	29988	30032	25002	24994	25000
15	0.328535	0.000076	-0.340000	-0.370000	-0.080000	0.004000	-0.012000	0.000000	29966	29963	29992	25002	24994	25000
16	0.358316	0.029781	-0.340000	-0.370000	-0.080000	0.030000	-0.036000	0.002000	29966	29963	29992	25015	24982	25001
17	0.358474	0.000158	-0.200000	-0.300000	0.150000	0.030000	-0.036000	0.002000	29980	29970	30015	25015	24982	25001
18	0.385457	0.026984	-0.200000	-0.300000	0.150000	0.032000	-0.008000	0.004000	29980	29970	30015	25016	24996	25002
19	0.385549	0.000091	-0.110000	-0.180000	0.070000	0.032000	-0.008000	0.004000	29989	29982	30007	25016	24996	25002
20	0.412075	0.026526	-0.110000	-0.180000	0.070000	0.004000	-0.022000	0.004000	29989	29982	30007	25002	24989	25002
21	0.412159	0.000084	-0.160000	-0.340000	0.110000	0.004000	-0.022000	0.004000	29984	29966	30011	25002	24989	25002
22	0.439465	0.027306	-0.160000	-0.340000	0.110000	0.028000	-0.010000	0.000000	29984	29966	30011	25014	24995	25000
23	0.439533	0.000068	0.020000	-0.150000	0.240000	0.028000	-0.010000	0.000000	30002	29985	30024	25014	24995	25000
24	0.466931	0.027398	0.020000	-0.150000	0.240000	-0.006000	-0.004000	-0.002000	30002	29985	30024	24997	24998	24999
25	0.466987	0.000056	-0.410000	-0.270000	-0.290000	-0.006000	-0.004000	-0.002000	29959	29973	29971	24997	24998	24999
26	0.492022	0.025035	-0.410000	-0.270000	-0.290000	0.018000	-0.036000	0.000000	29959	29973	29971	25009	24982	25000
27	0.492112	0.000090	0.120000	-0.050000	0.410000	0.018000	-0.036000	0.000000	30012	29995	30041	25009	24982	25000
28	0.519881	0.027769	0.120000	-0.050000	0.410000	-0.006000	0.006000	0.004000	30012	29995	30041	24997	25003	25002
29	0.520019	0.000138	-0.010000	-0.270000	-0.070000	-0.006000	0.006000	0.004000	29999	29973	29993	24997	25003	25002
30	0.553919	0.033900	-0.010000	-0.270000	-0.070000	0.012000	-0.010000	0.004000	29999	29973	29993	25006	24995	25002
31	0.554014	0.000095	0.140000	0.110000	-0.100000	0.012000	-0.010000	0.004000	30014	30011	29990	25006	24995	25002
32	0.580019	0.026006	0.140000	0.110000	-0.100000	-0.012000	0.012000	-0.006000	30014	30011	29990	24994	25006	24997
33	0.580098	0.000079	-0.220000	-0.360000	-0.120000	-0.012000	0.012000	-0.006000	29978	29964	29988	24994	25006	24997
