sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	0.510000	0.300000	-0.050000	0.000000	0.000000	0.000000	30051	30030	29995	0	0	0
2	0.152152	0.152152	0.510000	0.300000	-0.050000	-0.022000	0.046000	-0.002000	30051	30030	29995	24989	25023	24999
3	0.152237	0.000085	0.170000	0.330000	-0.040000	-0.022000	0.046000	-0.002000	30017	30033	29996	24989	25023	24999
4	0.196776	0.044539	0.170000	0.330000	-0.040000	-0.020000	0.010000	0.000000	30017	30033	29996	24990	25005	25000
5	0.196873	0.000098	0.130000	0.220000	-0.030000	-0.020000	0.010000	0.000000	30013	30022	29997	24990	25005	25000
6	0.234410	0.037537	0.130000	0.220000	-0.030000	-0.012000	0.004000	0.002000	30013	30022	29997	24994	25002	25001
7	0.234528	0.000118	-0.200000	0.220000	0.220000	-0.012000	0.004000	0.002000	29980	30022	30022	24994	25002	25001
8	0.267035	0.032507	-0.200000	0.220000	0.220000	-0.022000	-0.016000	0.002000	29980	30022	30022	24989	24992	25001
9	0.267125	0.000089	0.040000	0.680000	0.250000	-0.022000	-0.016000	0.002000	30004	30068	30025	24989	24992	25001
10	0.301885	0.034760	0.040000	0.680000	0.250000	-0.048000	0.014000	0.008000	30004	30068	30025	24976	25007	25004
11	0.301974	0.000089	-0.060000	0.010000	0.290000	-0.048000	0.014000	0.008000	29994	30001	30029	24976	25007	25004
12	0.336500	0.034526	-0.060000	0.010000	0.290000	0.000000	0.004000	0.012000	29994	30001	30029	25000	25002	25006
13	0.336583	0.000083	-0.050000	0.020000	0.040000	0.000000	0.004000	0.012000	29995	30002	30004	25000	25002	25006
14	0.391198	0.054615	-0.050000	0.020000	0.040000	0.006000	0.004000	0.008000	29995	30002	30004	25003	25002	25004
15	0.391259	0.000060	0.260000	-0.080000	0.000000	0.006000	0.004000	0.008000	30026	29992	30000	25003	25002	25004
16	0.422815	0.031556	0.260000	-0.080000	0.000000	-0.006000	0.014000	-0.002000	30026	29992	30000	24997	25007	24999
