sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	-0.710000	2.520000	-5.510000	0.000000	0.000000	0.000000	29929	30252	29449	0	0	0
2	0.191156	0.191156	-0.710000	2.520000	-5.510000	-0.262000	-0.058000	-0.004000	29929	30252	29449	24869	24971	24998
3	0.191265	0.000109	-0.450000	2.520000	-5.510000	-0.262000	-0.058000	-0.004000	29955	30252	29449	24869	24971	24998
4	0.225116	0.033850	-0.450000	2.520000	-5.510000	-0.278000	-0.044000	0.004000	29955	30252	29449	24861	24978	25002
5	0.225192	0.000076	-0.950000	1.930000	-4.130000	-0.278000	-0.044000	0.004000	29905	30193	29587	24861	24978	25002
6	0.255756	0.030565	-0.950000	1.930000	-4.130000	-0.250000	-0.090000	0.022000	29905	30193	29587	24875	24955	25011
7	0.255846	0.000090	-1.030000	1.560000	-4.150000	-0.250000	-0.090000	0.022000	29897	30156	29585	24875	24955	25011
8	0.289332	0.033486	-1.030000	1.560000	-4.150000	-0.232000	-0.104000	0.016000	29897	30156	29585	24884	24948	25008
9	0.289462	0.000130	-0.880000	1.860000	-4.150000	-0.232000	-0.104000	0.016000	29912	30186	29585	24884	24948	25008
10	0.330859	0.041397	-0.880000	1.860000	-4.150000	-0.258000	-0.106000	0.024000	29912	30186	29585	24871	24947	25012
11	0.330971	0.000112	-0.560000	2.110000	-4.160000	-0.258000	-0.106000	0.024000	29944	30211	29584	24871	24947	25012
12	0.359804	0.028833	-0.560000	2.110000	-4.160000	-0.270000	-0.078000	0.016000	29944	30211	29584	24865	24961	25008
13	0.359882	0.000078	-0.630000	1.990000	-4.170000	-0.270000	-0.078000	0.016000	29937	30199	29583	24865	24961	25008
14	0.390651	0.030769	-0.630000	1.990000	-4.170000	-0.266000	-0.092000	0.012000	29937	30199	29583	24867	24954	25006
15	0.390733	0.000082	-0.620000	1.850000	-4.200000	-0.266000	-0.092000	0.012000	29938	30185	29580	24867	24954	25006
16	0.418445	0.027712	-0.620000	1.850000	-4.200000	-0.242000	-0.084000	0.008000	29938	30185	29580	24879	24958	25004
17	0.418526	0.000081	-0.490000	1.730000	-5.000000	-0.242000	-0.084000	0.008000	29951	30173	29500	24879	24958	25004
18	0.448401	0.029874	-0.490000	1.730000	-5.000000	-0.194000	-0.068000	0.004000	29951	30173	29500	24903	24966	25002
19	0.448478	0.000077	-0.580000	1.780000	-5.000000	-0.194000	-0.068000	0.004000	29942	30178	29500	24903	24966	25002
20	0.477751	0.029272	-0.580000	1.780000	-5.000000	-0.200000	-0.084000	-0.002000	29942	30178	29500	24900	24958	24999
21	0.477833	0.000082	-0.410000	1.890000	-5.000000	-0.200000	-0.084000	-0.002000	29959	30189	29500	24900	24958	24999
22	0.505300	0.027467	-0.410000	1.890000	-5.000000	-0.216000	-0.078000	0.006000	29959	30189	29500	24892	24961	25003
23	0.505392	0.000092	-0.890000	1.210000	-4.420000	-0.216000	-0.078000	0.006000	29911	30121	29558	24892	24961	25003
24	0.537423	0.032031	-0.890000	1.210000	-4.420000	-0.160000	-0.120000	0.020000	29911	30121	29558	24920	24940	25010
25	0.537502	0.000079	-0.860000	1.530000	-4.400000	-0.160000	-0.120000	0.020000	29914	30153	29560	24920	24940	25010
26	0.565673	0.028171	-0.860000	1.530000	-4.400000	-0.178000	-0.114000	0.024000	29914	30153	29560	24911	24943	25012
27	0.565816	0.000143	-1.170000	1.520000	-4.400000	-0.178000	-0.114000	0.024000	29883	30152	29560	24911	24943	25012
28	0.599909	0.034093	-1.170000	1.520000	-4.400000	-0.158000	-0.132000	0.014000	29883	30152	29560	24921	24934	25007
29	0.600011	0.000102	-1.100000	1.660000	-4.680000	-0.158000	-0.132000	0.014000	29890	30166	29532	24921	24934	25007
30	0.639454	0.039444	-1.100000	1.660000	-4.680000	-0.142000	-0.112000	0.008000	29890	30166	29532	24929	24944	25004
31	0.639557	0.000102	-1.270000	1.090000	-4.730000	-0.142000	-0.112000	0.008000	29873	30109	29527	24929	24944	25004
32	0.669024	0.029467	-1.270000	1.090000	-4.730000	-0.116000	-0.144000	-0.004000	29873	30109	29527	24942	24928	24998
33	0.669179	0.000154	-1.050000	0.850000	-4.760000	-0.116000	-0.144000	-0.004000	29895	30085	29524	24942	24928	24998
34	0.700264	0.031086	-1.050000	0.850000	-4.760000	-0.092000	-0.120000	-0.002000	29895	30085	29524	24954	24940	24999
35	0.700348	0.000083	-1.360000	1.070000	-5.330000	-0.092000	-0.120000	-0.002000	29864	30107	29467	24954	24940	24999
36	0.733974	0.033626	-1.360000	1.070000	-5.330000	-0.122000	-0.140000	-0.002000	29864	30107	29467	24939	24930	24999
37	0.734058	0.000084	-1.120000	1.510000	-5.290000	-0.122000	-0.140000	-0.002000	29888	30151	29471	24939	24930	24999
38	0.768258	0.034201	-1.120000	1.510000	-5.290000	-0.136000	-0.096000	0.014000	29888	30151	29471	24932	24952	25007
39	0.768371	0.000112	-1.250000	1.580000	-5.270000	-0.136000	-0.096000	0.014000	29875	30158	29473	24932	24952	25007
40	0.837505	0.069134	-1.250000	1.580000	-5.270000	-0.146000	-0.108000	0.010000	29875	30158	29473	24927	24946	25005
41	0.837611	0.000106	-0.670000	1.820000	-4.460000	-0.146000	-0.108000	0.010000	29933	30182	29554	24927	24946	25005
42	0.870490	0.032880	-0.670000	1.820000	-4.460000	-0.182000	-0.072000	0.004000	29933	30182	29554	24909	24964	25002
43	0.870590	0.000100	-0.690000	2.100000	-4.440000	-0.182000	-0.072000	0.004000	29931	30210	29556	24909	24964	25002
44	0.903328	0.032738	-0.690000	2.100000	-4.440000	-0.204000	-0.066000	0.012000	29931	30210	29556	24898	24967	25006
45	0.903430	0.000101	-0.780000	1.800000	-4.430000	-0.204000	-0.066000	0.012000	29922	30180	29557	24898	24967	25006
46	0.932644	0.029215	-0.780000	1.800000	-4.430000	-0.186000	-0.056000	0.008000	29922	30180	29557	24907	24972	25004
47	0.932710	0.000065	-0.490000	1.960000	-4.170000	-0.186000	-0.056000	0.008000	29951	30196	29583	24907	24972	25004
48	0.965505	0.032795	-0.490000	1.960000	-4.170000	-0.208000	-0.038000	0.016000	29951	30196	29583	24896	24981	25008
49	0.965611	0.000106	-0.420000	2.030000	-4.160000	-0.208000	-0.038000	0.016000	29958	30203	29584	24896	24981	25008
50	0.994806	0.029195	-0.420000	2.030000	-4.160000	-0.206000	-0.030000	0.016000	29958	30203	29584	24897	24985	25008
51	0.994934	0.000128	-0.480000	1.890000	-4.150000	-0.206000	-0.030000	0.016000	29952	30189	29585	24897	24985	25008
52	1.031046	0.036112	-0.480000	1.890000	-4.150000	-0.200000	-0.024000	0.016000	29952	30189	29585	24900	24988	25008
53	1.031136	0.000090	-1.030000	1.160000	-3.560000	-0.200000	-0.024000	0.016000	29897	30116	29644	24900	24988	25008
54	1.067869	0.036733	-1.030000	1.160000	-3.560000	-0.132000	-0.068000	0.026000	29897	30116	29644	24934	24966	25013
55	1.067973	0.000104	-1.420000	0.760000	-3.620000	-0.132000	-0.068000	0.026000	29858	30076	29638	24934	24966	25013
56	1.109122	0.041150	-1.420000	0.760000	-3.620000	-0.136000	-0.114000	0.020000	29858	30076	29638	24932	24943	25010
57	1.109247	0.000125	-1.470000	0.920000	-3.610000	-0.136000	-0.114000	0.020000	29853	30092	29639	24932	24943	25010
58	1.146824	0.037577	-1.470000	0.920000	-3.610000	-0.148000	-0.126000	0.020000	29853	30092	29639	24926	24937	25010
59	1.146956	0.000132	-0.640000	1.640000	-4.460000	-0.148000	-0.126000	0.020000	29936	30164	29554	24926	24937	25010
60	1.212411	0.065455	-0.640000	1.640000	-4.460000	-0.226000	-0.074000	0.006000	29936	30164	29554	24887	24963	25003
61	1.212512	0.000101	-0.500000	1.580000	-4.450000	-0.226000	-0.074000	0.006000	29950	30158	29555	24887	24963	25003
62	1.243213	0.030701	-0.500000	1.580000	-4.450000	-0.210000	-0.062000	0.004000	29950	30158	29555	24895	24969	25002
63	1.243299	0.000087	-0.260000	1.900000	-4.460000	-0.210000	-0.062000	0.004000	29974	30190	29554	24895	24969	25002
64	1.279927	0.036628	-0.260000	1.900000	-4.460000	-0.218000	-0.048000	0.008000	29974	30190	29554	24891	24976	25004
65	1.280061	0.000134	-0.960000	1.840000	-4.450000	-0.218000	-0.048000	0.008000	29904	30184	29555	24891	24976	25004
66	1.312311	0.032250	-0.960000	1.840000	-4.450000	-0.192000	-0.088000	0.008000	29904	30184	29555	24904	24956	25004
67	1.312408	0.000097	-0.580000	1.670000	-3.610000	-0.192000	-0.088000	0.008000	29942	30167	29639	24904	24956	25004
68	1.345874	0.033465	-0.580000	1.670000	-3.610000	-0.156000	-0.058000	0.002000	29942	30167	29639	24922	24971	25001
69	1.345966	0.000093	-0.670000	1.750000	-3.600000	-0.156000	-0.058000	0.002000	29933	30175	29640	24922	24971	25001
70	1.375454	0.029488	-0.670000	1.750000	-3.600000	-0.164000	-0.068000	0.000000	29933	30175	29640	24918	24966	25000
71	1.375524	0.000070	-0.890000	1.470000	-3.570000	-0.164000	-0.068000	0.000000	29911	30147	29643	24918	24966	25000
72	1.404291	0.028767	-0.890000	1.470000	-3.570000	-0.142000	-0.102000	0.022000	29911	30147	29643	24929	24949	25011
73	1.404357	0.000066	-0.920000	1.500000	-4.110000	-0.142000	-0.102000	0.022000	29908	30150	29589	24929	24949	25011
74	1.432848	0.028491	-0.920000	1.500000	-4.110000	-0.144000	-0.104000	0.022000	29908	30150	29589	24928	24948	25011
75	1.432930	0.000082	-0.860000	1.320000	-4.150000	-0.144000	-0.104000	0.022000	29914	30132	29585	24928	24948	25011
76	1.459699	0.026769	-0.860000	1.320000	-4.150000	-0.130000	-0.106000	0.020000	29914	30132	29585	24935	24947	25010
