sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	-1.840000	-4.070000	-23.230000	0.000000	0.000000	0.000000	29816	29593	27677	0	0	0
2	0.215730	0.215730	-1.840000	-4.070000	-23.230000	0.022000	-0.098000	0.048000	29816	29593	27677	25011	24951	25024
3	0.215895	0.000166	-1.810000	-4.320000	-22.710000	0.022000	-0.098000	0.048000	29819	29568	27729	25011	24951	25024
4	0.258207	0.042312	-1.810000	-4.320000	-22.710000	0.042000	-0.092000	0.044000	29819	29568	27729	25021	24954	25022
5	0.258275	0.000068	-1.490000	-3.800000	-22.770000	0.042000	-0.092000	0.044000	29851	29620	27723	25021	24954	25022
6	0.289609	0.031334	-1.490000	-3.800000	-22.770000	0.004000	-0.054000	0.036000	29851	29620	27723	25002	24973	25018
7	0.289718	0.000109	-1.490000	-3.800000	-22.770000	0.004000	-0.054000	0.036000	29851	29620	27723	25002	24973	25018
8	0.326411	0.036693	-1.490000	-3.800000	-22.770000	0.004000	-0.054000	0.036000	29851	29620	27723	25002	24973	25018
9	0.326519	0.000109	-1.470000	-4.050000	-22.250000	0.004000	-0.054000	0.036000	29853	29595	27775	25002	24973	25018
10	0.361065	0.034546	-1.470000	-4.050000	-22.250000	0.022000	-0.050000	0.032000	29853	29595	27775	25011	24975	25016
11	0.361143	0.000078	-1.420000	-4.600000	-22.190000	0.022000	-0.050000	0.032000	29858	29540	27781	25011	24975	25016
12	0.389058	0.027915	-1.420000	-4.600000	-22.190000	0.060000	-0.068000	0.044000	29858	29540	27781	25030	24966	25022
13	0.389232	0.000174	-1.420000	-4.600000	-22.190000	0.060000	-0.068000	0.044000	29858	29540	27781	25030	24966	25022
14	0.419433	0.030201	-1.420000	-4.600000	-22.190000	0.060000	-0.068000	0.044000	29858	29540	27781	25030	24966	25022
15	0.419521	0.000088	-1.410000	-4.510000	-22.440000	0.060000	-0.068000	0.044000	29859	29549	27756	25030	24966	25022
16	0.447413	0.027893	-1.410000	-4.510000	-22.440000	0.054000	-0.066000	0.046000	29859	29549	27756	25027	24967	25023
17	0.447495	0.000081	-1.610000	-4.220000	-22.470000	0.054000	-0.066000	0.046000	29839	29578	27753	25027	24967	25023
18	0.476759	0.029264	-1.610000	-4.220000	-22.470000	0.030000	-0.068000	0.042000	29839	29578	27753	25015	24966	25021
19	0.476857	0.000099	-1.610000	-4.220000	-22.470000	0.030000	-0.068000	0.042000	29839	29578	27753	25015	24966	25021
20	0.515485	0.038627	-1.610000	-4.220000	-22.470000	0.030000	-0.068000	0.042000	29839	29578	27753	25015	24966	25021
21	0.515552	0.000067	-1.590000	-4.030000	-22.980000	0.030000	-0.068000	0.042000	29841	29597	27702	25015	24966	25021
22	0.542963	0.027411	-1.590000	-4.030000	-22.980000	0.022000	-0.062000	0.044000	29841	29597	27702	25011	24969	25022
23	0.543046	0.000083	-1.100000	-3.870000	-23.000000	0.022000	-0.062000	0.044000	29890	29613	27700	25011	24969	25022
24	0.573245	0.030199	-1.100000	-3.870000	-23.000000	-0.006000	-0.032000	0.042000	29890	29613	27700	24997	24984	25021
25	0.573299	0.000053	-1.200000	-4.190000	-22.970000	-0.006000	-0.032000	0.042000	29880	29581	27703	24997	24984	25021
26	0.600791	0.027493	-1.200000	-4.190000	-22.970000	0.020000	-0.048000	0.046000	29880	29581	27703	25010	24976	25023
27	0.600844	0.000052	-1.220000	-4.180000	-23.230000	0.020000	-0.048000	0.046000	29878	29582	27677	25010	24976	25023
28	0.628115	0.027272	-1.220000	-4.180000	-23.230000	0.020000	-0.050000	0.046000	29878	29582	27677	25010	24975	25023
29	0.628211	0.000096	-1.400000	-4.390000	-23.230000	0.020000	-0.050000	0.046000	29860	29561	27677	25010	24975	25023
30	0.660243	0.032032	-1.400000	-4.390000	-23.230000	0.056000	-0.058000	0.056000	29860	29561	27677	25028	24971	25028
31	0.660329	0.000085	-1.240000	-3.850000	-23.290000	0.056000	-0.058000	0.056000	29876	29615	27671	25028	24971	25028
32	0.693241	0.032913	-1.240000	-3.850000	-23.290000	0.010000	-0.032000	0.046000	29876	29615	27671	25005	24984	25023
33	0.693378	0.000137	-1.190000	-3.920000	-21.970000	0.010000	-0.032000	0.046000	29881	29608	27803	25005	24984	25023
34	0.726306	0.032928	-1.190000	-3.920000	-21.970000	0.010000	-0.032000	0.046000	29881	29608	27803	25005	24984	25023
35	0.726414	0.000108	-1.380000	-3.870000	-21.980000	0.010000	-0.032000	0.046000	29862	29613	27802	25005	24984	25023
36	0.758996	0.032582	-1.380000	-3.870000	-21.980000	-0.002000	-0.042000	0.036000	29862	29613	27802	24999	24979	25018
37	0.759055	0.000059	-1.470000	-4.190000	-21.950000	-0.002000	-0.042000	0.036000	29853	29581	27805	24999	24979	25018
38	0.794566	0.035510	-1.470000	-4.190000	-21.950000	0.024000	-0.058000	0.040000	29853	29581	27805	25012	24971	25020
39	0.794772	0.000206	-1.470000	-4.190000	-21.950000	0.024000	-0.058000	0.040000	29853	29581	27805	25012	24971	25020
40	0.835550	0.040779	-1.470000	-4.190000	-21.950000	0.024000	-0.058000	0.040000	29853	29581	27805	25012	24971	25020
41	0.835615	0.000064	-1.220000	-4.070000	-22.210000	0.024000	-0.058000	0.040000	29878	29593	27779	25012	24971	25020
42	0.868100	0.032485	-1.220000	-4.070000	-22.210000	0.008000	-0.046000	0.040000	29878	29593	27779	25004	24977	25020
43	0.868169	0.000069	-1.160000	-3.850000	-22.240000	0.008000	-0.046000	0.040000	29884	29615	27776	25004	24977	25020
44	0.898904	0.030735	-1.160000	-3.850000	-22.240000	-0.008000	-0.036000	0.036000	29884	29615	27776	24996	24982	25018
45	0.898976	0.000072	-1.140000	-3.700000	-22.230000	-0.008000	-0.036000	0.036000	29886	29630	27777	24996	24982	25018
46	0.929138	0.030162	-1.140000	-3.700000	-22.230000	-0.018000	-0.034000	0.040000	29886	29630	27777	24991	24983	25020
47	0.929203	0.000065	-1.320000	-3.710000	-22.760000	-0.018000	-0.034000	0.040000	29868	29629	27724	24991	24983	25020
48	0.958618	0.029414	-1.320000	-3.710000	-22.760000	-0.022000	-0.048000	0.052000	29868	29629	27724	24989	24976	25026
49	0.958689	0.000072	-1.430000	-4.180000	-22.710000	-0.022000	-0.048000	0.052000	29857	29582	27729	24989	24976	25026
50	0.989118	0.030429	-1.430000	-4.180000	-22.710000	0.014000	-0.066000	0.060000	29857	29582	27729	25007	24967	25030
51	0.989289	0.000170	-1.520000	-4.560000	-22.750000	0.014000	-0.066000	0.060000	29848	29544	27725	25007	24967	25030
52	1.016829	0.027540	-1.520000	-4.560000	-22.750000	0.038000	-0.082000	0.052000	29848	29544	27725	25019	24959	25026
53	1.017009	0.000181	-1.680000	-4.730000	-22.210000	0.038000	-0.082000	0.052000	29832	29527	27779	25019	24959	25026
54	1.055113	0.038104	-1.680000	-4.730000	-22.210000	0.064000	-0.090000	0.056000	29832	29527	27779	25032	24955	25028
55	1.055174	0.000061	-1.570000	-4.460000	-22.230000	0.064000	-0.090000	0.056000	29843	29554	27777	25032	24955	25028
56	1.086775	0.031601	-1.570000	-4.460000	-22.230000	0.038000	-0.078000	0.054000	29843	29554	27777	25019	24961	25027
57	1.086841	0.000066	-1.590000	-4.380000	-22.230000	0.038000	-0.078000	0.054000	29841	29562	27777	25019	24961	25027
58	1.121045	0.034204	-1.590000	-4.380000	-22.230000	0.030000	-0.082000	0.054000	29841	29562	27777	25015	24959	25027
59	1.121104	0.000059	-1.450000	-4.210000	-22.750000	0.030000	-0.082000	0.054000	29855	29579	27725	25015	24959	25027
60	1.152794	0.031691	-1.450000	-4.210000	-22.750000	0.006000	-0.078000	0.048000	29855	29579	27725	25003	24961	25024
61	1.152855	0.000060	-1.460000	-4.100000	-22.780000	0.006000	-0.078000	0.048000	29854	29590	27722	25003	24961	25024
62	1.185284	0.032430	-1.460000	-4.100000	-22.780000	0.002000	-0.064000	0.044000	29854	29590	27722	25001	24968	25022
63	1.185416	0.000132	-1.330000	-3.710000	-22.740000	0.002000	-0.064000	0.044000	29867	29629	27726	25001	24968	25022
64	1.219363	0.033947	-1.330000	-3.710000	-22.740000	-0.014000	-0.042000	0.052000	29867	29629	27726	24993	24979	25026
65	1.219452	0.000089	-1.220000	-3.790000	-21.680000	-0.014000	-0.042000	0.052000	29878	29621	27832	24993	24979	25026
66	1.255963	0.036511	-1.220000	-3.790000	-21.680000	-0.008000	-0.032000	0.050000	29878	29621	27832	24996	24984	25025
67	1.256069	0.000107	-1.310000	-3.910000	-21.670000	-0.008000	-0.032000	0.050000	29869	29609	27833	24996	24984	25025
68	1.289096	0.033027	-1.310000	-3.910000	-21.670000	0.002000	-0.040000	0.050000	29869	29609	27833	25001	24980	25025
69	1.289170	0.000074	-1.350000	-4.210000	-21.690000	0.002000	-0.040000	0.050000	29865	29579	27831	25001	24980	25025
70	1.320464	0.031294	-1.350000	-4.210000	-21.690000	0.024000	-0.042000	0.044000	29865	29579	27831	25012	24979	25022
71	1.320538	0.000074	-1.520000	-4.330000	-22.480000	0.024000	-0.042000	0.044000	29848	29567	27752	25012	24979	25022
72	1.351690	0.031152	-1.520000	-4.330000	-22.480000	0.052000	-0.052000	0.050000	29848	29567	27752	25026	24974	25025
73	1.351771	0.000080	-1.610000	-4.510000	-22.450000	0.052000	-0.052000	0.050000	29839	29549	27755	25026	24974	25025
