sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	-0.100000	-0.620000	0.300000	0.000000	0.000000	0.000000	29990	29938	30030	0	0	0
2	0.132028	0.132028	-0.100000	-0.620000	0.300000	0.068000	-0.012000	-0.002000	29990	29938	30030	25034	24994	24999
3	0.132155	0.000127	-0.270000	-0.160000	0.260000	0.068000	-0.012000	-0.002000	29973	29984	30026	25034	24994	24999
4	0.165092	0.032937	-0.270000	-0.160000	0.260000	0.008000	-0.018000	-0.004000	29973	29984	30026	25004	24991	24998
5	0.165160	0.000068	-0.260000	-0.070000	-0.020000	0.008000	-0.018000	-0.004000	29974	29993	29998	25004	24991	24998
6	0.198582	0.033422	-0.260000	-0.070000	-0.020000	0.002000	-0.014000	-0.002000	29974	29993	29998	25001	24993	24999
7	0.198650	0.000068	-0.030000	0.070000	-0.020000	0.002000	-0.014000	-0.002000	29997	30007	29998	25001	24993	24999
8	0.232487	0.033837	-0.030000	0.070000	-0.020000	-0.014000	-0.002000	-0.006000	29997	30007	29998	24993	24999	24997
9	0.232624	0.000137	0.000000	0.190000	-0.030000	-0.014000	-0.002000	-0.006000	30000	30019	29997	24993	24999	24997
10	0.270216	0.037592	0.000000	0.190000	-0.030000	-0.024000	0.004000	-0.008000	30000	30019	29997	24988	25002	24996
11	0.270297	0.000081	0.280000	0.150000	-0.320000	-0.024000	0.004000	-0.008000	30028	30015	29968	24988	25002	24996
12	0.306481	0.036184	0.280000	0.150000	-0.320000	-0.040000	0.004000	0.002000	30028	30015	29968	24980	25002	25001
13	0.306550	0.000069	0.160000	0.090000	-0.320000	-0.040000	0.004000	0.002000	30016	30009	29968	24980	25002	25001
14	0.342534	0.035985	0.160000	0.090000	-0.320000	-0.032000	-0.002000	0.004000	30016	30009	29968	24984	24999	25002
15	0.342606	0.000072	0.350000	0.000000	-0.340000	-0.032000	-0.002000	0.004000	30035	30000	29966	24984	24999	25002
16	0.376028	0.033422	0.350000	0.000000	-0.340000	-0.018000	0.012000	0.006000	30035	30000	29966	24991	25006	25003
17	0.376163	0.000135	0.260000	0.350000	-0.050000	-0.018000	0.012000	0.006000	30026	30035	29995	24991	25006	25003
18	0.405426	0.029263	0.260000	0.350000	-0.050000	-0.030000	0.020000	0.002000	30026	30035	29995	24985	25010	25001
19	0.405492	0.000066	0.380000	0.420000	-0.050000	-0.030000	0.020000	0.002000	30038	30042	29995	24985	25010	25001
20	0.441023	0.035531	0.380000	0.420000	-0.050000	-0.038000	0.026000	0.000000	30038	30042	29995	24981	25013	25000
21	0.441157	0.000134	0.510000	0.380000	-0.030000	-0.038000	0.026000	0.000000	30051	30038	29997	24981	25013	25000
22	0.472708	0.031552	0.510000	0.380000	-0.030000	-0.024000	0.036000	-0.006000	30051	30038	29997	24988	25018	24997
23	0.472780	0.000071	0.660000	0.080000	-0.070000	-0.024000	0.036000	-0.006000	30066	30008	29993	24988	25018	24997
24	0.502719	0.029939	0.660000	0.080000	-0.070000	-0.012000	0.050000	-0.006000	30066	30008	29993	24994	25025	24997
