sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	-5.070000	-1.100000	18.710000	0.000000	0.000000	0.000000	29493	29890	31871	0	0	0
2	0.154991	0.154991	-5.070000	-1.100000	18.710000	-0.016000	-0.290000	0.012000	29493	29890	31871	24992	24855	25006
3	0.155103	0.000112	-5.080000	-0.620000	18.720000	-0.016000	-0.290000	0.012000	29492	29938	31872	24992	24855	25006
4	0.199033	0.043930	-5.080000	-0.620000	18.720000	-0.054000	-0.276000	0.020000	29492	29938	31872	24973	24862	25010
5	0.199147	0.000114	-5.020000	-0.950000	18.700000	-0.054000	-0.276000	0.020000	29498	29905	31870	24973	24862	25010
6	0.235801	0.036653	-5.020000	-0.950000	18.700000	-0.028000	-0.258000	0.018000	29498	29905	31870	24986	24871	25009
7	0.235909	0.000108	-5.440000	-0.950000	17.900000	-0.028000	-0.258000	0.018000	29456	29905	31790	24986	24871	25009
8	0.270436	0.034527	-5.440000	-0.950000	17.900000	-0.016000	-0.284000	0.006000	29456	29905	31790	24992	24858	25003
9	0.270549	0.000113	-5.670000	-1.370000	17.890000	-0.016000	-0.284000	0.006000	29433	29863	31789	24992	24858	25003
10	0.313423	0.042874	-5.670000	-1.370000	17.890000	0.000000	-0.316000	0.006000	29433	29863	31789	25000	24842	25003
11	0.313499	0.000076	-5.720000	-1.090000	17.910000	0.000000	-0.316000	0.006000	29428	29891	31791	25000	24842	25003
12	0.347121	0.033621	-5.720000	-1.090000	17.910000	-0.022000	-0.330000	0.010000	29428	29891	31791	24989	24835	25005
13	0.347184	0.000063	-5.690000	-0.980000	17.910000	-0.022000	-0.330000	0.010000	29431	29902	31791	24989	24835	25005
14	0.375041	0.027857	-5.690000	-0.980000	17.910000	-0.038000	-0.338000	0.018000	29431	29902	31791	24981	24831	25009
15	0.375119	0.000078	-5.340000	-0.860000	18.500000	-0.038000	-0.338000	0.018000	29466	29914	31850	24981	24831	25009
16	0.408953	0.033834	-5.340000	-0.860000	18.500000	-0.022000	-0.302000	0.018000	29466	29914	31850	24989	24849	25009
17	0.409079	0.000126	-5.300000	-1.150000	18.480000	-0.022000	-0.302000	0.018000	29470	29885	31848	24989	24849	25009
18	0.440987	0.031908	-5.300000	-1.150000	18.480000	0.000000	-0.288000	0.014000	29470	29885	31848	25000	24856	25007
19	0.441054	0.000067	-5.150000	-1.250000	18.460000	0.000000	-0.288000	0.014000	29485	29875	31846	25000	24856	25007
20	0.469047	0.027993	-5.150000	-1.250000	18.460000	0.014000	-0.272000	0.018000	29485	29875	31846	25007	24864	25009
21	0.469257	0.000210	-5.190000	-0.990000	17.920000	0.014000	-0.272000	0.018000	29481	29901	31792	25007	24864	25009
22	0.496239	0.026983	-5.190000	-0.990000	17.920000	0.012000	-0.262000	0.008000	29481	29901	31792	25006	24869	25004
23	0.496311	0.000072	-5.200000	-0.920000	17.920000	0.012000	-0.262000	0.008000	29480	29908	31792	25006	24869	25004
24	0.523274	0.026963	-5.200000	-0.920000	17.920000	0.006000	-0.266000	0.008000	29480	29908	31792	25003	24867	25004
25	0.523341	0.000067	-4.990000	-0.750000	17.920000	0.006000	-0.266000	0.008000	29501	29925	31792	25003	24867	25004
26	0.550461	0.027120	-4.990000	-0.750000	17.920000	-0.016000	-0.256000	0.002000	29501	29925	31792	24992	24872	25001
27	0.550521	0.000060	-4.750000	-0.430000	18.960000	-0.016000	-0.256000	0.002000	29525	29957	31896	24992	24872	25001
28	0.580767	0.030246	-4.750000	-0.430000	18.960000	-0.062000	-0.238000	0.006000	29525	29957	31896	24969	24881	25003
29	0.580834	0.000067	-4.740000	-0.510000	18.960000	-0.062000	-0.238000	0.006000	29526	29949	31896	24969	24881	25003
30	0.611652	0.030818	-4.740000	-0.510000	18.960000	-0.056000	-0.234000	0.006000	29526	29949	31896	24972	24883	25003
31	0.611773	0.000121	-4.750000	-0.680000	18.950000	-0.056000	-0.234000	0.006000	29525	29932	31895	24972	24883	25003
32	0.639972	0.028199	-4.750000	-0.680000	18.950000	-0.038000	-0.228000	0.012000	29525	29932	31895	24981	24886	25006
33	0.640039	0.000067	-5.100000	-0.950000	18.970000	-0.038000	-0.228000	0.012000	29490	29905	31897	24981	24886	25006
34	0.666487	0.026447	-5.100000	-0.950000	18.970000	-0.014000	-0.254000	0.008000	29490	29905	31897	24993	24873	25004
35	0.666547	0.000060	-5.100000	-0.950000	18.970000	-0.014000	-0.254000	0.008000	29490	29905	31897	24993	24873	25004
36	0.695023	0.028476	-5.100000	-0.950000	18.970000	-0.014000	-0.254000	0.008000	29490	29905	31897	24993	24873	25004
37	0.695097	0.000074	-5.210000	-0.840000	18.980000	-0.014000	-0.254000	0.008000	29479	29916	31898	24993	24873	25004
38	0.722605	0.027508	-5.210000	-0.840000	18.980000	-0.024000	-0.268000	0.004000	29479	29916	31898	24988	24866	25002
39	0.722673	0.000068	-5.220000	-1.250000	19.010000	-0.024000	-0.268000	0.004000	29478	29875	31901	24988	24866	25002
40	0.753329	0.030656	-5.220000	-1.250000	19.010000	0.026000	-0.274000	-0.002000	29478	29875	31901	25013	24863	24999
41	0.753494	0.000165	-5.240000	-1.170000	19.010000	0.026000	-0.274000	-0.002000	29476	29883	31901	25013	24863	24999
42	0.786029	0.032535	-5.240000	-1.170000	19.010000	0.020000	-0.278000	0.000000	29476	29883	31901	25010	24861	25000
43	0.786096	0.000067	-5.220000	-1.300000	19.020000	0.020000	-0.278000	0.000000	29478	29870	31902	25010	24861	25000
44	0.816056	0.029961	-5.220000	-1.300000	19.020000	0.028000	-0.268000	0.002000	29478	29870	31902	25014	24866	25001
45	0.816128	0.000072	-5.090000	-1.100000	18.450000	0.028000	-0.268000	0.002000	29491	29890	31845	25014	24866	25001
46	0.844728	0.028600	-5.090000	-1.100000	18.450000	0.002000	-0.260000	0.008000	29491	29890	31845	25001	24870	25004
