sample	t_s	dt_s	Fx	Fy	Fz	Tx	Ty	Tz	raw_Fx	raw_Fy	raw_Fz	raw_Tx	raw_Ty	raw_Tz
1	0.000000	0.000000	0.000000	0.000000	0.000000	0.024000	0.000000	-0.012000	0	0	0	25012	25000	24994
2	0.000044	0.000044	-0.230000	-0.250000	0.040000	0.024000	0.000000	-0.012000	29977	29975	30004	25012	25000	24994
3	0.192720	0.192676	-0.230000	-0.250000	0.040000	0.032000	-0.006000	-0.010000	29977	29975	30004	25016	24997	24995
4	0.192808	0.000088	-0.190000	-0.190000	0.040000	0.032000	-0.006000	-0.010000	29981	29981	30004	25016	24997	24995
5	0.225619	0.032811	-0.190000	-0.190000	0.040000	0.032000	-0.006000	-0.010000	29981	29981	30004	25016	24997	24995
6	0.225732	0.000114	-0.420000	-0.610000	-0.430000	0.032000	-0.006000	-0.010000	29958	29939	29957	25016	24997	24995
7	0.269806	0.044074	-0.420000	-0.610000	-0.430000	0.070000	-0.034000	-0.004000	29958	29939	29957	25035	24983	24998
8	0.269904	0.000098	-0.330000	-0.750000	-0.450000	0.070000	-0.034000	-0.004000	29967	29925	29955	25035	24983	24998
9	0.315296	0.045392	-0.330000	-0.750000	-0.450000	0.072000	-0.032000	-0.008000	29967	29925	29955	25036	24984	24996
10	0.315421	0.000125	-0.530000	-0.670000	-0.450000	0.072000	-0.032000	-0.008000	29947	29933	29955	25036	24984	24996
11	0.352222	0.036801	-0.530000	-0.670000	-0.450000	0.050000	-0.048000	-0.006000	29947	29933	29955	25025	24976	24997
12	0.352310	0.000088	0.170000	0.170000	-0.020000	0.050000	-0.048000	-0.006000	30017	30017	29998	25025	24976	24997
13	0.381346	0.029035	0.170000	0.170000	-0.020000	-0.034000	0.016000	-0.004000	30017	30017	29998	24983	25008	24998
14	0.381407	0.000061	0.400000	0.560000	0.000000	-0.034000	0.016000	-0.004000	30040	30056	30000	24983	25008	24998
15	0.415172	0.033766	0.400000	0.560000	0.000000	-0.056000	0.042000	0.000000	30040	30056	30000	24972	25021	25000
16	0.415243	0.000070	0.360000	0.580000	0.030000	-0.056000	0.042000	0.000000	30036	30058	30003	24972	25021	25000
17	0.446515	0.031273	0.360000	0.580000	0.030000	-0.054000	0.038000	-0.006000	30036	30058	30003	24973	25019	24997
18	0.446611	0.000095	-0.030000	0.000000	-0.430000	-0.054000	0.038000	-0.006000	29997	30000	29957	24973	25019	24997
19	0.479758	0.033147	-0.030000	0.000000	-0.430000	-0.006000	-0.004000	-0.002000	29997	30000	29957	24997	24998	24999
20	0.479874	0.000117	-0.320000	-0.270000	-0.440000	-0.006000	-0.004000	-0.002000	29968	29973	29956	24997	24998	24999
21	0.510998	0.031124	-0.320000	-0.270000	-0.440000	0.020000	-0.026000	-0.002000	29968	29973	29956	25010	24987	24999
22	0.511070	0.000072	-0.350000	-0.260000	-0.450000	0.020000	-0.026000	-0.002000	29965	29974	29955	25010	24987	24999
23	0.539237	0.028167	-0.350000	-0.260000	-0.450000	0.014000	-0.028000	0.002000	29965	29974	29955	25007	24986	25001
24	0.539329	0.000091	-0.290000	-0.050000	0.590000	0.014000	-0.028000	0.002000	29971	29995	30059	25007	24986	25001
25	0.570156	0.030828	-0.290000	-0.050000	0.590000	-0.004000	-0.018000	-0.002000	29971	29995	30059	24998	24991	24999
26	0.570217	0.000061	-0.440000	-0.180000	0.590000	-0.004000	-0.018000	-0.002000	29956	29982	30059	24998	24991	24999
27	0.603374	0.033157	-0.440000	-0.180000	0.590000	0.008000	-0.030000	-0.002000	29956	29982	30059	25004	24985	24999
28	0.603464	0.000090	-0.440000	-0.180000	0.590000	0.008000	-0.030000	-0.002000	29956	29982	30059	25004	24985	24999
29	0.638342	0.034878	-0.440000	-0.180000	0.590000	0.008000	-0.030000	-0.002000	29956	29982	30059	25004	24985	24999
30	0.638447	0.000105	-0.140000	0.030000	-0.220000	0.008000	-0.030000	-0.002000	29986	30003	29978	25004	24985	24999
31	0.674219	0.035772	-0.140000	0.030000	-0.220000	-0.004000	-0.012000	0.000000	29986	30003	29978	24998	24994	25000
32	0.674299	0.000080	-0.110000	0.120000	-0.210000	-0.004000	-0.012000	0.000000	29989	30012	29979	24998	24994	25000
33	0.702705	0.028406	-0.110000	0.120000	-0.210000	-0.006000	-0.008000	0.002000	29989	30012	29979	24997	24996	25001
34	0.702804	0.000099	0.020000	0.050000	-0.230000	-0.006000	-0.008000	0.002000	30002	30005	29977	24997	24996	25001
35	0.733158	0.030354	0.020000	0.050000	-0.230000	0.002000	0.004000	0.004000	30002	30005	29977	25001	25002	25002
36	0.733227	0.000070	0.050000	0.130000	0.010000	0.002000	0.004000	0.004000	30005	30013	30001	25001	25002	25002
37	0.759753	0.026526	0.050000	0.130000	0.010000	-0.012000	0.010000	0.006000	30005	30013	30001	24994	25005	25003
38	0.759810	0.000058	0.200000	0.050000	-0.020000	-0.012000	0.010000	0.006000	30020	30005	29998	24994	25005	25003
39	0.787188	0.027378	0.200000	0.050000	-0.020000	-0.022000	0.006000	-0.004000	30020	30005	29998	24989	25003	24998
40	0.787246	0.000058	0.200000	0.050000	-0.020000	-0.022000	0.006000	-0.004000	30020	30005	29998	24989	25003	24998
